0.5,0.06241472
1.5,0.635683562
2.5,0.099175793
3.5,0.618937179
4.5,0.085024137
5.5,0.749210459
6.5,0.064509337
7.5,0.625404242
8.5,0.085710706
9.5,0.648805771
10.5,0.064065517
11.5,0.643121889
12.5,0.088617461
13.5,0.529474024
14.5,0.069085291
15.5,0.870042807
16.5,0.080206788
17.5,0.753601578
18.5,0.068570567
19.5,0.734247748
20.5,0.066150662
21.5,0.462638958
22.5,0.070699824
23.5,0.733337375
24.5,0.083335183
25.5,0.06241472
26.5,0.635683562
27.5,0.099175793
28.5,0.618937179
29.5,0.085024137
30.5,0.749210459
31.5,0.064509337
32.5,0.625404242
33.5,0.085710706
34.5,0.648805771
35.5,0.064065517
36.5,0.643121889
37.5,0.088617461
38.5,0.529474024
39.5,0.069085291
40.5,0.870042807
41.5,0.080206788
42.5,0.753601578
43.5,0.068570567
44.5,0.734247748
45.5,0.066150662
46.5,0.462638958
47.5,0.070699824
48.5,0.733337375
49.5,0.083335183
50.5,0.06241472
51.5,0.635683562
52.5,0.099175793
53.5,0.618937179
54.5,0.085024137
55.5,0.749210459
56.5,0.064509337
57.5,0.625404242
58.5,0.085710706
59.5,0.648805771
60.5,0.064065517
61.5,0.643121889
62.5,0.088617461
63.5,0.529474024
64.5,0.069085291
65.5,0.870042807
66.5,0.080206788
67.5,0.753601578
68.5,0.068570567
69.5,0.734247748
70.5,0.066150662
71.5,0.462638958
72.5,0.070699824
73.5,0.733337375
74.5,0.083335183
75.5,0.06241472
76.5,0.635683562
77.5,0.099175793
78.5,0.618937179
79.5,0.085024137
80.5,0.749210459
81.5,0.064509337
82.5,0.625404242
83.5,0.085710706
84.5,0.648805771
85.5,0.064065517
86.5,0.643121889
87.5,0.088617461
88.5,0.529474024
89.5,0.069085291
90.5,0.870042807
91.5,0.080206788
92.5,0.753601578
93.5,0.068570567
94.5,0.734247748
95.5,0.066150662
96.5,0.462638958
97.5,0.070699824
98.5,0.733337375
99.5,0.083335183
100.5,0.06241472
101.5,0.635683562
102.5,0.099175793
103.5,0.618937179
104.5,0.085024137
105.5,0.749210459
106.5,0.064509337
107.5,0.625404242
108.5,0.085710706
109.5,0.648805771
110.5,0.064065517
111.5,0.643121889
112.5,0.088617461
113.5,0.529474024
114.5,0.069085291
115.5,0.870042807
116.5,0.080206788
117.5,0.753601578
118.5,0.068570567
119.5,0.734247748
